Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
101,Benjamin Lecomte\2fa2a875,fr FRA,GK,Montpellier,fr Ligue 1,26,1991,38,38,3420,38.0,33,0.87,121,93,76.9,11,18,9,14,36.8,6,5,0,1,0.0,Matches
102,Bernd Leno\2628fd2b,de GER,GK,Leverkusen,de Bundesliga,25,1992,33,33,2970,33.0,40,1.21,104,68,66.3,15,10,8,10,30.3,5,5,0,0,0.0,Matches
103,Alexandre Letellier\96fcd380,fr FRA,GK,Angers,fr Ligue 1,26,1990,13,13,1170,13.0,17,1.31,46,32,67.4,2,7,4,1,7.7,2,2,0,0,0.0,Matches
104,Raúl Lizoain\f69e9eee,es ESP,GK,Las Palmas,es La Liga,26,1991,11,11,990,11.0,27,2.45,61,36,59.0,1,2,8,1,9.1,2,2,0,0,0.0,Matches
105,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,eng Premier League,30,1986,36,36,3240,36.0,35,0.97,116,82,71.6,22,7,7,15,41.7,3,2,1,0,33.3,Matches
106,Anthony Lopes\f00de885,pt POR,GK,Lyon,fr Ligue 1,26,1990,34,34,3060,34.0,37,1.09,135,106,76.3,21,8,5,14,41.2,8,5,2,1,28.6,Matches
107,Diego López\73683fa9,es ESP,GK,Espanyol,es La Liga,35,1981,10,10,854,9.5,11,1.16,38,30,73.7,3,5,2,3,30.0,2,1,1,0,50.0,Matches
108,Pau López\20b9f052,es ESP,GK,Espanyol,es La Liga,22,1994,29,28,2566,28.5,31,1.09,128,100,78.1,9,8,11,9,32.1,5,3,1,1,25.0,Matches
109,Pedro López\bfa29677,es ESP,GK,Betis,es La Liga,22,1995,5,4,411,4.6,8,1.75,18,10,55.6,1,1,2,1,25.0,0,0,0,0,,Matches
110,Jonas Lössl\939bc634,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38,38,3420,38.0,57,1.50,153,97,65.4,9,10,19,10,26.3,6,4,2,0,33.3,Matches
111,Andreas Luthe\7fe12375,de GER,GK,Augsburg,de Bundesliga,30,1987,2,2,180,2.0,4,2.00,6,3,50.0,0,1,1,0,0.0,1,1,0,0,0.0,Matches
112,Raïs M'Bolhi\c121a641,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1,1,90,1.0,3,3.00,5,4,80.0,0,0,1,0,0.0,2,2,0,0,0.0,Matches
113,Mike Maignan\fcb38f57,fr FRA,GK,Lille,fr Ligue 1,22,1995,34,34,3033,33.7,53,1.57,160,112,68.8,10,7,17,5,14.7,6,3,2,1,40.0,Matches
114,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,fr Ligue 1,32,1985,31,31,2680,29.8,37,1.24,118,85,72.0,18,8,4,11,35.5,6,4,1,1,20.0,Matches
115,Gabriele Marchegiani\8cf63012,it ITA,GK,SPAL,it Serie A,21,1996,1,0,1,0.0,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,Matches
116,Emiliano Martínez\7956236f,ar ARG,GK,Getafe,es La Liga,24,1992,5,5,450,5.0,7,1.40,19,13,68.4,2,1,2,2,40.0,1,1,0,0,0.0,Matches
117,Christian Mathenia\4a15e95b,de GER,GK,Hamburger SV,de Bundesliga,25,1992,24,24,2160,24.0,38,1.58,93,58,62.4,4,6,14,6,25.0,4,3,0,1,0.0,Matches
118,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,eng Premier League,27,1989,18,18,1620,18.0,26,1.44,67,41,62.7,3,8,7,4,22.2,1,1,0,0,0.0,Matches
119,Brais Méndez\c9e39d91,es ESP,MFFW,Celta Vigo,es La Liga,20,1997,1,0,,10.5,0,,,,,0,0,0,0,,0,0,0,0,,Matches
120,Alex Meret\9413b19f,it ITA,GK,SPAL,it Serie A,20,1997,13,13,1158,12.9,16,1.24,56,45,76.8,2,7,4,4,30.8,6,3,2,1,40.0,Matches
121,Mathieu Michel\e39f8724,fr FRA,GK,Angers,fr Ligue 1,25,1991,7,6,598,6.6,13,1.96,27,17,59.3,1,2,4,1,16.7,2,2,0,0,0.0,Matches
122,Simon Mignolet\d436eb94,be BEL,GK,Liverpool,eng Premier League,29,1988,19,19,1710,19.0,24,1.26,55,32,60.0,10,7,2,7,36.8,3,2,1,0,33.3,Matches
123,Vanja Milinković-Savić\9fa26bc2,rs SRB,GK,Torino,it Serie A,20,1997,1,1,90,1.0,1,1.00,4,3,75.0,1,0,0,0,0.0,0,0,0,0,,Matches
124,Antonio Mirante\30223b33,it ITA,GK,Bologna,it Serie A,34,1983,33,33,2970,33.0,46,1.39,143,100,69.2,10,5,18,7,21.2,3,2,0,1,0.0,Matches
125,Jessy Moulin\28a65a2c,fr FRA,GK,Saint-Étienne,fr Ligue 1,31,1986,4,3,305,3.4,6,1.77,27,22,81.5,1,0,2,1,33.3,1,1,0,0,0.0,Matches
126,Florian Müller\cbac6ec9,de GER,GK,Mainz 05,de Bundesliga,19,1997,5,5,450,5.0,7,1.40,19,11,63.2,1,1,3,1,20.0,1,0,1,0,100.0,Matches
127,Yvon Mvogo\dc29b608,ch SUI,GK,RB Leipzig,de Bundesliga,23,1994,1,1,90,1.0,1,1.00,4,3,75.0,0,0,1,0,0.0,0,0,0,0,,Matches
128,Boaz Myhill\7ca2d989,wls WAL,GK,West Brom,eng Premier League,34,1982,1,1,90,1.0,1,1.00,3,2,66.7,0,1,0,0,0.0,0,0,0,0,,Matches
129,Keylor Navas\ecada4fc,cr CRC,GK,Real Madrid,es La Liga,30,1986,27,27,2430,27.0,31,1.15,112,84,74.1,16,7,4,7,25.9,4,2,2,0,50.0,Matches
130,Neto\a9dc785c,br BRA,GK,Valencia,es La Liga,28,1989,33,33,2970,33.0,33,1.00,150,120,80.0,18,7,8,10,30.3,5,3,2,0,40.0,Matches
131,Manuel Neuer\8778c910,de GER,GK,Bayern Munich,de Bundesliga,31,1986,3,3,270,3.0,2,0.67,8,6,75.0,2,0,1,2,66.7,0,0,0,0,,Matches
132,Alexander Nübel\afb0c500,de GER,GK,Schalke 04,de Bundesliga,20,1996,1,0,45,0.5,0,0.00,2,2,100.0,0,0,0,0,,0,0,0,0,,Matches
133,Jan Oblak\ee8508c0,si SVN,GK,Atlético Madrid,es La Liga,24,1993,37,37,3330,37.0,22,0.59,126,106,83.3,22,10,5,22,59.5,4,1,3,0,75.0,Matches
134,Oier Olazábal\b5bdf144,es ESP,GK,Levante,es La Liga,27,1989,26,26,2340,26.0,39,1.50,117,86,70.9,9,7,10,7,26.9,6,5,0,1,0.0,Matches
135,David Ospina\82b1198a,co COL,GK,Arsenal,eng Premier League,28,1988,5,4,381,4.2,3,0.71,13,10,76.9,3,0,1,2,50.0,0,0,0,0,,Matches
136,Alexandre Oukidja\ae7d0ecd,dz ALG,GK,Strasbourg,fr Ligue 1,29,1988,17,16,1457,16.2,29,1.79,70,45,64.3,3,5,8,2,12.5,5,4,1,0,20.0,Matches
137,Ramazan Özcan\a165a577,at AUT,GK,Leverkusen,de Bundesliga,33,1984,1,1,90,1.0,4,4.00,7,3,42.9,0,0,1,0,0.0,1,0,1,0,100.0,Matches
138,Fernando Pacheco\97852360,es ESP,GK,Alavés,es La Liga,25,1992,38,37,3357,37.3,50,1.34,175,134,75.4,15,2,20,12,32.4,11,7,3,1,30.0,Matches
139,Costel Pantilimon\d24e154c,ro ROU,GK,La Coruña,es La Liga,30,1987,6,6,540,6.0,9,1.50,23,16,65.2,3,0,3,1,16.7,1,1,0,0,0.0,Matches
140,Jiří Pavlenka\0a1cb833,cz CZE,GK,Werder Bremen,de Bundesliga,25,1992,34,34,3060,34.0,40,1.18,157,119,75.8,10,12,12,8,23.5,4,2,1,1,33.3,Matches
141,Gianluca Pegolo\f058ed1f,it ITA,GK,Sassuolo,it Serie A,36,1981,2,1,104,1.2,1,0.87,5,5,80.0,0,0,1,0,0.0,0,0,0,0,,Matches
142,Yohann Pelé\76806215,fr FRA,GK,Marseille,fr Ligue 1,34,1982,10,7,738,8.2,10,1.22,26,18,61.5,4,3,1,3,42.9,0,0,0,0,,Matches
143,Mattia Perin\4c62d0c8,it ITA,GK,Genoa,it Serie A,24,1992,37,37,3330,37.0,42,1.14,167,131,77.2,11,8,18,12,32.4,4,4,0,0,0.0,Matches
144,Jordan Pickford\4806ec67,eng ENG,GK,Everton,eng Premier League,23,1994,38,38,3420,38.0,58,1.53,175,119,68.6,13,10,15,10,26.3,5,3,1,1,25.0,Matches
145,Carlo Pinsoglio\f6a06749,it ITA,GK,Juventus,it Serie A,27,1990,1,0,28,0.3,1,3.21,2,1,50.0,0,0,0,0,,0,0,0,0,,Matches
146,Julian Pollersbeck\d6f6ce93,de GER,GK,Hamburger SV,de Bundesliga,22,1994,10,10,900,10.0,15,1.50,47,31,68.1,4,1,5,1,10.0,0,0,0,0,,Matches
147,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,eng Premier League,25,1992,35,34,3115,34.6,35,1.01,147,114,78.2,13,11,11,11,32.4,5,3,1,1,25.0,Matches
148,Andrés Prieto\113fb4ea,es ESP,GK,Málaga,es La Liga,23,1993,4,4,360,4.0,10,2.50,18,10,55.6,0,0,4,0,0.0,2,2,0,0,0.0,Matches
149,Jérôme Prior\1061c207,fr FRA,GK,Bordeaux,fr Ligue 1,21,1995,2,2,180,2.0,3,1.50,8,5,62.5,0,0,2,0,0.0,0,0,0,0,,Matches
150,Christian Puggioni\b39dfab0,it ITA,GK,Sampdoria,it Serie A,36,1981,9,9,810,9.0,12,1.33,49,40,81.6,5,2,2,5,55.6,3,3,0,0,0.0,Matches
151,Christian Puggioni\b39dfab0,it ITA,GK,Benevento,it Serie A,36,1981,14,14,1179,13.1,26,1.98,59,37,64.4,3,1,9,2,14.3,6,5,0,1,0.0,Matches
152,Rafael\dd06d56c,br BRA,GK,Cagliari,it Serie A,35,1982,10,8,794,8.8,11,1.25,39,28,74.4,4,2,3,1,12.5,1,1,0,0,0.0,Matches
153,Toño Ramírez\dc4511f3,es ESP,GK,Real Sociedad,es La Liga,30,1986,4,3,315,3.5,6,1.71,11,5,45.5,1,0,2,2,66.7,0,0,0,0,,Matches
154,Pepe Reina\e358587b,es ESP,GK,Napoli,it Serie A,34,1982,37,37,3330,37.0,29,0.78,98,70,72.4,28,6,3,18,48.6,2,2,0,0,0.0,Matches
155,Baptiste Reynet\bcf1b2e9,fr FRA,GK,Dijon,fr Ligue 1,26,1990,38,38,3420,38.0,73,1.92,198,139,68.7,13,9,16,5,13.2,15,11,3,1,21.4,Matches
156,Sergio Rico\5f0241b2,es ESP,GK,Sevilla,es La Liga,23,1993,24,23,2155,24.0,39,1.63,90,54,60.0,10,3,10,9,39.1,5,3,1,1,25.0,Matches
157,Asier Riesgo\581c5276,es ESP,GK,Eibar,es La Liga,33,1983,1,1,90,1.0,1,1.00,4,3,75.0,1,0,0,0,0.0,0,0,0,0,,Matches
158,Roberto\ba3ca78f,es ESP,GK,Málaga,es La Liga,31,1986,34,34,3060,34.0,51,1.50,144,97,67.4,5,5,24,6,17.6,5,4,1,0,20.0,Matches
159,Sergio Romero\1e26e376,ar ARG,GK,Manchester Utd,eng Premier League,30,1987,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
160,Francesco Rossi\7b5f516f,it ITA,GK,Atalanta,it Serie A,26,1991,1,0,8,0.1,1,11.25,2,1,50.0,0,0,0,0,,0,0,0,0,,Matches
161,Rubén\24279b8b,es ESP,GK,La Coruña,es La Liga,33,1984,28,27,2477,27.5,58,2.11,137,83,59.1,3,9,15,4,14.8,3,2,1,0,33.3,Matches
162,Stéphane Ruffier\cac76a72,fr FRA,GK,Saint-Étienne,fr Ligue 1,30,1986,35,35,3113,34.6,44,1.27,150,112,74.0,14,10,11,12,34.3,6,5,1,0,16.7,Matches
163,Gerónimo Rulli\625c144a,ar ARG,GK,Real Sociedad,es La Liga,25,1992,26,26,2340,26.0,45,1.73,100,60,59.0,10,5,11,6,23.1,5,4,1,0,20.0,Matches
164,Mathew Ryan\4535e4bb,au AUS,GK,Brighton,eng Premier League,25,1992,38,38,3420,38.0,54,1.42,171,121,69.0,9,13,16,10,26.3,3,1,2,0,66.7,Matches
165,Mamadou Samassa\cfe852d8,ml MLI,GK,Troyes,fr Ligue 1,27,1990,21,21,1890,21.0,31,1.48,108,81,73.1,6,3,12,5,23.8,3,2,1,0,33.3,Matches
166,Brice Samba\60d90c55,cg CGO,GK,Caen,fr Ligue 1,23,1994,4,3,316,3.5,4,1.14,18,15,83.3,1,1,1,2,66.7,1,1,0,0,0.0,Matches
167,Antonio Santurro\61228681,it ITA,GK,Bologna,it Serie A,25,1992,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,Matches
168,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,eng Premier League,30,1986,33,33,2965,32.9,47,1.43,137,91,66.4,11,10,12,8,24.2,3,1,2,0,66.7,Matches
169,Alexander Schwolow\0d55d942,de GER,GK,Freiburg,de Bundesliga,25,1992,33,33,2906,32.3,53,1.64,142,97,65.5,7,11,14,9,27.3,5,4,0,1,0.0,Matches
170,Simone Scuffet\41bd99ea,it ITA,GK,Udinese,it Serie A,21,1996,6,6,540,6.0,11,1.83,26,16,57.7,1,0,5,1,16.7,1,0,1,0,100.0,Matches
171,Luigi Sepe\343f753a,it ITA,GK,Napoli,it Serie A,26,1991,1,1,90,1.0,0,0.00,1,1,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
172,Marco Silvestri\0d422df7,it ITA,GK,Hellas Verona,it Serie A,26,1991,2,2,180,2.0,7,3.50,25,18,72.0,0,0,2,0,0.0,0,0,0,0,,Matches
173,Tobias Sippel\0d8a37c2,de GER,GK,M'Gladbach,de Bundesliga,29,1988,5,4,435,4.8,10,2.07,24,14,58.3,1,0,4,1,25.0,0,0,0,0,,Matches
174,Salvatore Sirigu\10dc46f0,it ITA,GK,Torino,it Serie A,30,1987,37,37,3330,37.0,45,1.22,160,120,75.0,12,15,10,10,27.0,8,5,3,0,37.5,Matches
175,Antonio Sivera\9970da54,es ESP,GK,Alavés,es La Liga,20,1996,1,1,63,0.7,0,0.00,2,2,100.0,0,0,1,0,0.0,0,0,0,0,,Matches
176,Łukasz Skorupski\ab4449d6,pl POL,GK,Roma,it Serie A,26,1991,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
177,Yann Sommer\420c18a1,ch SUI,GK,M'Gladbach,de Bundesliga,28,1988,30,30,2625,29.2,42,1.44,145,106,73.8,12,8,9,6,20.0,4,4,0,0,0.0,Matches
178,David Soria\8f8c6934,es ESP,GK,Sevilla,es La Liga,24,1993,15,15,1265,14.0,19,1.35,57,41,70.2,7,4,4,5,33.3,3,2,0,1,0.0,Matches
179,Stefano Sorrentino\048877f5,it ITA,GK,Chievo,it Serie A,38,1979,38,38,3420,38.0,59,1.55,180,126,69.4,10,10,18,7,18.4,8,4,3,1,42.9,Matches
180,Julián Speroni\8e65a5e5,ar ARG,GK,Crystal Palace,eng Premier League,38,1979,11,11,990,11.0,14,1.27,40,27,67.5,3,5,3,2,18.2,1,1,0,0,0.0,Matches
181,Marco Sportiello\ac4003af,it ITA,GK,Fiorentina,it Serie A,25,1992,37,37,3202,35.6,38,1.07,134,95,73.1,16,9,11,14,37.8,3,2,1,0,33.3,Matches
182,Tom Starke\5b52d1f7,de GER,GK,Bayern Munich,de Bundesliga,36,1981,2,2,180,2.0,0,0.00,6,6,100.0,2,0,0,2,100.0,0,0,0,0,,Matches
183,Thomas Strakosha\339fe0e8,al ALB,GK,Lazio,it Serie A,22,1995,38,38,3420,38.0,49,1.29,153,112,73.9,21,9,8,11,28.9,11,9,1,1,10.0,Matches
184,Danijel Subašić\f6db3bd5,hr CRO,GK,Monaco,fr Ligue 1,32,1984,34,34,2939,32.7,41,1.26,130,94,71.5,20,8,5,10,29.4,4,4,0,0,0.0,Matches
185,Seydou Sy\8417953b,sn SEN,GK,Monaco,fr Ligue 1,21,1995,3,2,256,2.8,4,1.41,16,13,81.3,2,0,1,1,50.0,1,1,0,0,0.0,Matches
186,Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,it Serie A,27,1990,17,17,1530,17.0,9,0.53,34,24,73.5,13,3,1,11,64.7,0,0,0,0,,Matches
187,Ciprian Tătărușanu\b056e3da,ro ROU,GK,Nantes,fr Ligue 1,31,1986,37,37,3330,37.0,38,1.03,133,97,72.9,14,10,13,12,32.4,3,2,0,1,0.0,Matches
188,Marc-André ter Stegen\6f51e382,de GER,GK,Barcelona,es La Liga,25,1992,37,37,3330,37.0,28,0.76,129,103,79.8,27,9,1,19,51.4,2,2,0,0,0.0,Matches
189,Kevin Trapp\ce17b5eb,de GER,GK,Paris S-G,fr Ligue 1,27,1990,4,4,360,4.0,4,1.00,16,14,87.5,3,0,1,1,25.0,2,2,0,0,0.0,Matches
190,Philipp Tschauner\73e2f6eb,de GER,GK,Hannover 96,de Bundesliga,31,1985,31,31,2790,31.0,45,1.45,152,107,71.7,9,9,13,5,16.1,3,2,0,1,0.0,Matches
191,Przemysław Tytoń\1fa85681,pl POL,GK,La Coruña,es La Liga,30,1987,2,1,97,1.1,4,3.71,5,1,20.0,0,0,1,0,0.0,0,0,0,0,,Matches
192,Sven Ulreich\7d3e7da6,de GER,GK,Bayern Munich,de Bundesliga,28,1988,29,29,2610,29.0,26,0.90,79,57,68.4,23,3,3,12,41.4,5,1,4,0,80.0,Matches
193,Francis Uzoho\cfd68aa7,ng NGA,GK,La Coruña,es La Liga,18,1998,2,2,180,2.0,2,1.00,9,8,88.9,0,1,1,1,50.0,1,1,0,0,0.0,Matches
194,Koke Vegas\bfb15d99,es ESP,GK,Levante,es La Liga,21,1995,1,1,90,1.0,4,4.00,8,4,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
195,Rémy Vercoutre\1d0900d4,fr FRA,GK,Caen,fr Ligue 1,37,1980,35,35,3104,34.5,48,1.39,133,93,66.9,9,7,18,11,31.4,4,4,0,0,0.0,Matches
196,Emiliano Viviano\03760df0,it ITA,GK,Sampdoria,it Serie A,31,1985,27,27,2430,27.0,43,1.59,129,89,68.2,11,4,12,6,22.2,6,2,4,0,66.7,Matches
197,Michel Vorm\1bebde9d,nl NED,GK,Tottenham,eng Premier League,33,1983,1,1,90,1.0,1,1.00,4,4,75.0,0,1,0,0,0.0,0,0,0,0,,Matches
198,Roman Weidenfeller\16b8fabd,de GER,GK,Dortmund,de Bundesliga,36,1980,2,1,91,1.0,4,3.96,7,2,42.9,0,1,0,0,0.0,0,0,0,0,,Matches
199,Axel Werner\c0b1a6da,ar ARG,GK,Atlético Madrid,es La Liga,21,1996,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
200,Yoel\61bb7498,es ESP,GK,Eibar,es La Liga,28,1988,1,1,90,1.0,0,0.00,5,5,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
201,Erwin Zelazny\e750cba4,fr FRA,GK,Troyes,fr Ligue 1,25,1991,17,17,1530,17.0,28,1.65,94,68,72.3,3,3,11,3,17.6,2,2,0,0,0.0,Matches
202,Robin Zentner\5c4bf6ba,de GER,GK,Mainz 05,de Bundesliga,22,1994,15,15,1350,15.0,27,1.80,66,44,65.2,3,5,7,2,13.3,4,4,0,0,0.0,Matches
203,Luca Zidane\c818c4d9,fr FRA,GK,Real Madrid,es La Liga,19,1998,1,1,90,1.0,2,2.00,4,2,50.0,0,1,0,0,0.0,0,0,0,0,,Matches
204,Ron-Robert Zieler\a0606ae8,de GER,GK,Stuttgart,de Bundesliga,28,1989,34,34,3060,34.0,36,1.06,146,113,78.1,15,6,13,12,35.3,6,4,2,0,33.3,Matches
